id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,Discount_Amount,cumulative_ratings
14218,Slides,4.0,Women,Flipkart,399,799,50.06,16.0,3.0,9.0,3.0,1.0,1,2,0,400,13273.200000000008
7765,Women Navy Flats Sandal,4.3,Women,Flipkart,1750,3499,49.99,4.0,1.0,2.0,1.0,1.0,0,0,1,1749,13277.500000000007
8289,"INTERFLEX Modern Running Shoes For Men  (Grey, White)",4.4,Men,Flipkart,2399,3999,40.01,296.0,49.0,210.0,47.0,10.0,6,23,1,1600,13281.900000000007
6582,Men Grey Sandal,4.1,Men,Flipkart,299,349,14.33,184.0,25.0,85.0,52.0,29.0,8,10,1,50,13286.000000000007
9643,LOAFER Loafers For Men  (Brown),4.0,Men,Flipkart,347,999,65.27,157.0,21.0,83.0,33.0,12.0,10,19,0,652,13290.000000000007
14702,Women Red Heels Sandal,4.4,Women,Flipkart,399,1549,74.24,173.0,32.0,105.0,40.0,19.0,2,7,0,1150,13294.400000000007
9187,Women Gold Bellies Sandal,4.6,Women,Flipkart,599,700,14.43,24.0,3.0,15.0,8.0,1.0,0,0,1,101,13299.000000000007
16278,Zod Runner V3 IDP Running Shoes For Men  (Grey),4.1,Men,Flipkart,1799,3999,55.01,27335.0,3082.0,14949.0,6255.0,2672.0,1177,2283,1,2200,13303.100000000008
545,Rexine Punabi Jutis Jutis For Women  (Multicolor),3.8,Women,Flipkart,242,477,51.09,18.0,5.0,13.0,3.0,1.0,1,4,0,235,13306.900000000007
10032,"MARVEL-21 For Men  (Green, Grey)",3.9,Men,Flipkart,474,599,20.87,6669.0,1112.0,3139.0,1518.0,1006.0,380,626,1,125,13310.800000000007
3372,ASIAN Women's Walking Shoes,3.6,Women,Amazon,369,369,0.0,154.0,40.0,13.0,7.0,16.0,31,33,0,0,13314.400000000007
4930,Women Gold Wedges Sandal,4.0,Women,Flipkart,499,549,9.11,185.0,29.0,90.0,49.0,21.0,6,19,0,50,13318.400000000007
11081,Men Synthetic Leather Office Brown Formal Shoes For Men  (Brown),3.6,Men,Flipkart,499,999,50.05,1173.0,156.0,466.0,243.0,202.0,92,170,1,500,13322.000000000007
17269,Women Black Flats Sandal,4.0,Women,Flipkart,349,655,46.72,6317.0,1020.0,3063.0,1493.0,842.0,351,568,0,306,13326.000000000007
14168,Oxford For Men  (Black),4.3,Men,Flipkart,4199,5999,30.01,12.0,1.0,8.0,1.0,2.0,1,0,1,1800,13330.300000000007
19616,Sparx Women SL-120 Casual Shoes,4.1,Women,Amazon,488,539,9.46,131.0,42.0,7.0,5.0,9.0,25,54,1,51,13334.400000000007
20702,Monk-263 Monk Strap For Men  (Black),3.9,Men,Flipkart,1230,3995,69.21,113.0,35.0,49.0,27.0,22.0,2,13,1,2765,13338.300000000007
17092,Training & Gym Shoes For Men  (White),4.1,Men,Flipkart,379,999,62.06,1523.0,222.0,877.0,252.0,151.0,90,153,0,620,13342.400000000007
6406,Fashionable Women's Shoe (Bellies) Wedges For Women  (Pink),2.3,Women,Flipkart,449,998,55.01,3.0,0.0,0.0,0.0,2.0,0,1,0,549,13344.700000000006
3761,Women Yellow Flats Sandal,4.1,Women,Flipkart,426,999,57.36,607.0,63.0,307.0,175.0,70.0,27,31,1,573,13348.800000000007
11110,Women Gold Flats Sandal,4.2,Women,Flipkart,360,499,27.86,2566.0,358.0,1402.0,570.0,318.0,130,144,0,139,13353.000000000007
15621,Double Buckle Women's Ankle Lenght Black Boots For Women  (Black),3.6,Women,Flipkart,402,499,19.44,267.0,38.0,122.0,41.0,35.0,25,44,0,97,13356.600000000008
9947,Jutis For Women  (Brown),4.0,Women,Flipkart,180,599,69.95,250.0,33.0,143.0,39.0,27.0,12,29,0,419,13360.600000000008
19323,Boots For Men  (Brown),4.0,Men,Flipkart,699,1999,65.03,94.0,11.0,51.0,16.0,11.0,9,7,0,1300,13364.600000000008
14431,Flip Flops,3.8,Men,Flipkart,220,299,26.42,908.0,95.0,481.0,132.0,86.0,74,135,0,79,13368.400000000007
2294,More Cool Look Casuals For Men  (Red),3.9,Men,Flipkart,464,1099,57.78,1722.0,225.0,914.0,309.0,178.0,115,206,1,635,13372.300000000007
1233,Women Black Heels Sandal,4.0,Women,Flipkart,498,999,50.15,306.0,44.0,14.0,0.0,3.0,1,3,1,501,13376.300000000007
9817,Women Red Heels Sandal,3.8,Women,Flipkart,499,999,50.05,96.0,16.0,43.0,25.0,9.0,6,13,0,500,13380.100000000006
1499,Smart Casuals Canvas Shoes Combo pack of 2 Sneakers For Men  (Multicolor),4.0,Men,Flipkart,379,998,62.02,7283.0,1018.0,3810.0,1362.0,958.0,438,715,1,619,13384.100000000006
10441,Women Black Flats Sandal,4.0,Women,Flipkart,298,999,70.17,577.0,60.0,314.0,117.0,55.0,36,55,1,701,13388.100000000006
16314,"Men Navy, Orange Sandal",4.1,Men,Flipkart,798,999,20.12,3006.0,477.0,1510.0,897.0,287.0,109,203,1,201,13392.200000000006
13256,Women Black Heels Sandal,3.7,Women,Flipkart,361,699,48.35,872.0,122.0,378.0,195.0,119.0,58,122,0,338,13395.900000000007
8930,High Ankle Boots For Men  (Black),4.1,Men,Flipkart,474,999,52.55,1553.0,230.0,851.0,311.0,170.0,74,148,1,525,13400.000000000007
15530,Fila Men's Topline Sneakers,4.0,Men,Amazon,1399,1784,21.58,73.0,25.0,9.0,7.0,13.0,18,53,1,385,13404.000000000007
10760,Stylish Latest Design New Fashion Casual Sneakers For Women Casuals For Women  (Pink),4.1,Women,Flipkart,347,999,65.27,373.0,47.0,213.0,62.0,47.0,20,31,1,652,13408.100000000008
7638,Boots For Women  (Black),4.1,Women,Flipkart,475,999,52.45,106.0,15.0,62.0,21.0,7.0,6,10,0,524,13412.200000000008
707,Combo of 2 Sneakers For Men  (Multicolor),4.0,Men,Flipkart,272,1113,65.17,2786.0,287.0,1026.0,399.0,211.0,169,204,1,841,13416.200000000008
7296,Women Multicolor Sports Sandal,4.1,Women,Flipkart,479,799,40.05,1892.0,293.0,971.0,506.0,208.0,75,132,0,320,13420.300000000008
3987,Beautiful Nagra Juti Jutis For Women  (Multicolor),4.2,Women,Flipkart,190,499,61.92,72.0,6.0,41.0,16.0,8.0,3,4,0,309,13424.50000000001
14350,Women Tan Bellies Sandal,3.7,Women,Flipkart,499,999,50.05,117.0,17.0,49.0,26.0,17.0,9,16,0,500,13428.20000000001
12628,Electron Street Eng Mesh Sneakers For Men  (Blue),4.2,Men,Flipkart,2499,4999,50.01,981.0,122.0,589.0,201.0,75.0,34,82,1,2500,13432.40000000001
18369,Pure Syntethic Leather Formal Shoes Slip On For Men Slip On For Men  (Brown),4.0,Men,Flipkart,471,999,52.85,457.0,73.0,237.0,86.0,69.0,18,47,1,528,13436.40000000001
20815,Mojaris For Men  (Brown),3.8,Men,Flipkart,498,999,50.15,20.0,2.0,11.0,3.0,0.0,3,3,0,501,13440.20000000001
7038,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Men Running Shoes For Men  (Black)",3.9,Men,Flipkart,449,999,55.06,5352.0,674.0,2644.0,965.0,716.0,359,668,1,550,13444.10000000001
11095,Flip Flops,3.8,Men,Flipkart,220,299,26.42,908.0,95.0,481.0,132.0,86.0,74,135,0,79,13447.900000000009
16917,Zod Runner NM IDP Running Shoes For Men  (Navy),4.1,Men,Flipkart,1999,3999,50.01,4813.0,587.0,2740.0,1048.0,402.0,180,443,1,2000,13452.00000000001
18591,"Women Black, Blue, Red Flats Sandal",4.0,Women,Flipkart,181,899,79.87,777.0,77.0,422.0,134.0,100.0,42,79,0,718,13456.00000000001
3395,STONIC Running Shoes For Men  (Navy),4.2,Men,Flipkart,1389,1499,7.34,4482.0,672.0,2622.0,1025.0,407.0,157,271,1,110,13460.20000000001
3006,Women Pink Wedges Sandal,4.1,Women,Flipkart,446,999,55.36,183.0,28.0,101.0,40.0,14.0,11,15,1,553,13464.30000000001
4272,Women Tan Heels Sandal,3.9,Women,Flipkart,335,999,66.47,275.0,29.0,126.0,65.0,44.0,17,23,0,664,13468.20000000001
1877,Combo Pack of Ethnic Jutis ( Pack of 2 ) Jutis For Women  (Multicolor),4.0,Women,Flipkart,449,1399,67.91,4.0,2.0,2.0,0.0,2.0,0,0,0,950,13472.20000000001
20316,Slippers,3.7,Men,Flipkart,1198,1999,40.07,21.0,2.0,9.0,4.0,3.0,3,2,1,801,13475.90000000001
19422,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (White),4.3,Women,Flipkart,498,999,50.15,4869.0,829.0,3000.0,995.0,449.0,179,246,1,501,13480.20000000001
2180,"Mens Flyknit Sneakers, Lightweight, Breathable, Walking, Running, Casual Athleisure Knitted Shoes Running Shoes For Men  (Navy)",4.1,Men,Flipkart,666,999,33.33,2829.0,394.0,1455.0,652.0,374.0,152,196,1,333,13484.30000000001
572,Women Black Wedges Sandal,4.2,Women,Flipkart,503,806,43.04,133.0,19.0,86.0,20.0,10.0,9,6,1,303,13488.500000000011
574,Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,2407,4305,45.85,12.0,2.0,8.0,1.0,4.0,2,2,1,1898,13492.90000000001
16300,Nigel Lace Up For Men  (Black),3.6,Men,Flipkart,1760,4399,59.99,122.0,23.0,53.0,26.0,11.0,9,23,1,2639,13496.500000000011
11287,Suede Heart Snake Lux Wn's Slip On Sneakers For Women  (Black),4.4,Women,Flipkart,1879,6999,73.15,79.0,11.0,59.0,8.0,4.0,2,6,1,5120,13500.90000000001
5791,"Bouncer Light Weight Economy Cricket Shoes Rubber Studs Cricket Shoes For Men Cricket Shoes For Men  (White, Blue)",4.2,Men,Flipkart,695,699,0.57,1216.0,193.0,682.0,268.0,127.0,57,82,1,4,13505.100000000011
3356,Slippers,4.2,Women,Flipkart,349,370,5.68,663.0,77.0,367.0,152.0,74.0,26,44,0,21,13509.300000000012
5803,"Men Black, Grey Sports Sandal",4.1,Men,Flipkart,672,799,15.89,19213.0,2500.0,10847.0,4032.0,1901.0,854,1579,1,127,13513.400000000012
17263,Men's Formal Derby For Men  (Black),4.1,Men,Flipkart,949,999,5.01,972.0,162.0,497.0,238.0,115.0,36,86,0,50,13517.500000000013
710,Women White Bellies Sandal,3.9,Women,Flipkart,346,752,62.07,2175.0,308.0,890.0,23.0,233.0,124,160,0,406,13521.400000000012
12127,Women Green Bellies Sandal,4.1,Women,Flipkart,309,999,69.07,154.0,23.0,82.0,35.0,19.0,7,11,0,690,13525.500000000013
7600,"Blush-22 Canvas shoes for ladies | sneakers for women | Casual shoes for girls stylish latest design new fashion | Lace up lightweight navy shoes for running, walking, gym, trekking & party For Women  (Navy, Blue)",4.1,Women,Flipkart,331,499,33.67,532.0,73.0,278.0,131.0,61.0,23,38,1,168,13529.600000000013
10293,Sparx Men SM-192 Casual Shoes,4.0,Men,Amazon,783,1147,31.74,629.0,437.0,9.0,5.0,12.0,23,50,1,364,13533.600000000013
6578,Men Hawaii Flip Flops,3.7,Men,Flipkart,216,499,56.71,13697.0,1813.0,6199.0,2605.0,1895.0,1075,1923,1,283,13537.300000000014
19750,Mojari Bellies For Women  (Black),3.7,Women,Flipkart,270,499,45.89,88.0,10.0,40.0,14.0,13.0,8,13,0,229,13541.000000000015
18140,Men Multicolor Sandal,4.0,Men,Flipkart,379,999,62.06,14833.0,1945.0,7955.0,2968.0,1850.0,755,1305,0,620,13545.000000000015
18163,Women Black Sports Sandal,4.1,Women,Flipkart,639,799,20.03,28.0,4.0,15.0,6.0,4.0,0,3,1,160,13549.100000000015
18315,Women Black Heels Sandal,3.8,Women,Flipkart,454,1599,71.61,629.0,98.0,266.0,145.0,99.0,44,75,1,1145,13552.900000000014
6923,Men Tan Casual Sandal,4.2,Men,Flipkart,558,999,44.14,870.0,125.0,474.0,207.0,98.0,37,54,0,441,13557.100000000015
3668,Flip Flops,3.7,Men,Flipkart,629,899,30.03,21.0,2.0,12.0,2.0,1.0,0,6,1,270,13560.800000000016
10976,Women Gold Wedges Sandal,3.3,Women,Flipkart,455,533,14.63,461.0,60.0,178.0,61.0,60.0,45,117,0,78,13564.100000000015
13343,Walking Shoes For Women  (Pink),4.4,Women,Flipkart,1229,4099,70.02,198.0,26.0,128.0,42.0,19.0,2,7,1,2870,13568.500000000015
16705,SPORTSTAR Men Black Sneakers,3.9,Men,Amazon,499,599,16.69,571.0,290.0,12.0,4.0,12.0,26,46,0,100,13572.400000000014
11129,Stylish Walking Shoes For Women  (Blue),3.4,Women,Flipkart,1268,1690,24.97,14.0,1.0,5.0,5.0,1.0,0,4,1,422,13575.800000000014
18850,"Women Grey, Blue Sports Sandal",3.6,Women,Flipkart,474,499,5.01,111.0,21.0,44.0,28.0,11.0,8,19,1,25,13579.400000000014
17379,Juttis For Men Jutis For Men  (Beige),4.1,Men,Flipkart,527,999,47.25,551.0,68.0,277.0,141.0,70.0,33,30,1,472,13583.500000000015
65,Boots For Women  (Black),4.5,Women,Flipkart,537,980,50.05,53.0,8.0,24.0,7.0,5.0,1,4,0,443,13588.000000000015
6104,Slides,4.2,Women,Flipkart,229,499,54.11,184.0,33.0,108.0,33.0,22.0,10,11,0,270,13592.200000000015
10534,Jutis For Men  (Brown),3.8,Men,Flipkart,800,999,19.92,20.0,4.0,9.0,4.0,3.0,1,3,0,199,13596.000000000015
5303,FORTUNE SRGE-192 Tan Slip On For Men  (Tan),4.1,Men,Flipkart,1049,1299,19.25,89.0,9.0,50.0,17.0,8.0,5,9,1,250,13600.100000000015
4718,Women Red Heels Sandal,4.0,Women,Flipkart,599,999,40.04,111.0,16.0,55.0,26.0,13.0,7,10,1,400,13604.100000000015
1473,SFG-204 Flip Flops,4.2,Men,Flipkart,259,284,8.8,61785.0,7465.0,35154.0,14111.0,6318.0,2272,3930,1,25,13608.300000000016
91,Fashionable sneaker shoes for men Sneakers For Men  (White),3.8,Men,Flipkart,299,3156,87.1,210.0,25.0,7.0,27.0,1.0,22,45,1,2857,13612.100000000015
12553,Women Black Bellies Sandal,4.9,Women,Flipkart,399,999,60.06,8.0,0.0,7.0,1.0,0.0,0,0,0,600,13617.000000000015
3588,"Women Black, Blue, Red Flats Sandal",4.0,Women,Flipkart,181,899,79.87,777.0,77.0,422.0,134.0,100.0,42,79,0,718,13621.000000000015
19873,Royalcljog2Bb Sneakers For Women  (White),3.8,Women,Flipkart,1995,4999,60.09,43.0,6.0,17.0,9.0,11.0,2,4,1,3004,13624.800000000014
17928,Men Multicolor Sandal,3.9,Men,Flipkart,488,1497,67.4,5937.0,788.0,3022.0,1011.0,773.0,432,699,1,1009,13628.700000000013
8836,Slip On For Men  (Maroon),4.3,Men,Flipkart,1864,3299,43.5,24.0,3.0,17.0,3.0,0.0,1,3,1,1435,13633.000000000013
10971,Jutis For Women  (Off White),3.9,Women,Flipkart,199,499,60.12,373.0,49.0,197.0,50.0,54.0,25,43,0,300,13636.900000000012
14057,Casuals For Men  (White),3.7,Men,Flipkart,449,999,55.06,3321.0,463.0,1572.0,548.0,413.0,240,548,0,550,13640.600000000013
15696,Women Pink Bellies Sandal,3.7,Women,Flipkart,279,599,53.42,12.0,3.0,5.0,3.0,1.0,1,2,0,320,13644.300000000014
4776,NASA Running Shoes For Men  (Blue),4.2,Men,Flipkart,1298,1699,23.6,7939.0,1311.0,4608.0,1855.0,696.0,261,519,1,401,13648.500000000015
14892,Flip Flops,4.0,Women,Flipkart,898,899,0.11,3.0,0.0,1.0,1.0,1.0,0,0,1,1,13652.500000000015
11717,Slides,4.0,Men,Flipkart,242,999,75.78,832.0,77.0,486.0,122.0,74.0,51,99,0,757,13656.500000000015
3474,Pictoris M Running Shoes For Men  (White),4.1,Men,Flipkart,2089,3799,45.01,236.0,27.0,135.0,49.0,13.0,11,28,1,1710,13660.600000000015
2914,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05,191.0,30.0,116.0,25.0,31.0,7,12,1,450,13664.800000000016
427,Knitted Socks Casuals Sneakers For Men  (Red),4.0,Men,Flipkart,517,850,50.05,567.0,64.0,401.0,200.0,63.0,44,26,1,333,13668.800000000016
9779,Pink Fur Pearl Sliders Slides,4.1,Women,Flipkart,299,499,40.08,17712.0,2428.0,9604.0,3714.0,2118.0,932,1344,1,200,13672.900000000016
6103,Slides,4.0,Men,Flipkart,469,999,53.05,27.0,2.0,16.0,2.0,5.0,2,2,0,530,13676.900000000016
16062,flip flop slippers for men Flip Flops,3.9,Men,Flipkart,199,499,60.12,2429.0,274.0,1284.0,374.0,296.0,174,301,1,300,13680.800000000016
20036,Combo Pack of 4 Latest Collection Stylish Casual Loafer Sneakers Shoes Sneakers For Women  (Multicolor),3.8,Women,Flipkart,873,1996,56.26,204.0,32.0,93.0,46.0,29.0,10,29,1,1123,13684.600000000015
7097,Women Black Bellies Sandal,4.0,Women,Flipkart,299,999,70.07,475.0,58.0,254.0,93.0,52.0,30,41,0,700,13688.600000000015
15195,Women Casual Boots For Women  (Black),4.2,Women,Flipkart,399,999,60.06,19873.0,3453.0,10818.0,4805.0,2232.0,760,1268,1,600,13692.800000000016
8114,Women Black Flats Sandal,4.1,Women,Flipkart,749,999,25.03,375.0,50.0,177.0,107.0,53.0,16,22,1,250,13696.900000000016
10796,Women Black Heels Sandal,3.7,Women,Flipkart,339,1499,77.38,9618.0,1338.0,3999.0,2197.0,1451.0,745,1226,1,1160,13700.600000000017
12782,Running Shoes For Men  (Orange),3.8,Men,Flipkart,379,999,62.06,4716.0,536.0,2580.0,605.0,493.0,313,725,1,620,13704.400000000016
1156,Dashing Looking Jutis For Men  (Brown),4.0,Men,Flipkart,499,999,50.05,226.0,25.0,120.0,43.0,27.0,10,26,0,500,13708.400000000016
8084,Boots For Women  (Pink),3.7,Women,Flipkart,463,1499,69.11,16.0,3.0,6.0,4.0,2.0,3,1,1,1036,13712.100000000017
14968,Women Maroon Flats Sandal,3.3,Women,Flipkart,264,999,73.57,25.0,7.0,7.0,5.0,6.0,3,4,1,735,13715.400000000016
2385,"AADI MEN""S BLACK NEW LOOK FORMAL BROGUES Derby For Men  (Black)",3.9,Men,Flipkart,349,749,53.4,7846.0,1111.0,3846.0,1666.0,1101.0,411,822,1,400,13719.300000000016
5423,Sneakers For Women  (White),4.2,Women,Flipkart,549,999,45.05,191.0,30.0,116.0,25.0,31.0,7,12,1,450,13723.500000000016
12622,Jutis For Men  (Black),3.9,Men,Flipkart,365,999,63.46,25.0,2.0,13.0,3.0,5.0,2,2,0,634,13727.400000000016
18151,Women Gold Wedges Sandal,3.8,Women,Flipkart,549,999,45.05,544.0,101.0,230.0,141.0,78.0,33,61,1,450,13731.200000000015
7662,Boots For Women  (White),4.1,Women,Flipkart,356,999,64.36,934.0,151.0,551.0,169.0,84.0,42,88,0,643,13735.300000000016
10748,Multicolor Bellies For Women  (Black),4.0,Women,Flipkart,395,700,43.57,1796.0,264.0,924.0,413.0,222.0,86,151,1,305,13739.300000000016
12581,Slides,3.6,Women,Flipkart,474,799,40.68,44.0,4.0,18.0,7.0,10.0,0,9,0,325,13742.900000000016
14777,Slides,4.1,Men,Flipkart,449,599,25.04,751.0,78.0,383.0,185.0,92.0,42,49,1,150,13747.000000000016
10848,SM-277 Running Shoes For Men  (Black),4.2,Men,Flipkart,756,899,15.91,25829.0,4334.0,14033.0,6765.0,2691.0,871,1469,1,143,13751.200000000017
13612,SABETTO Running Shoes For Men  (Green),3.8,Men,Flipkart,999,2499,60.02,22.0,3.0,11.0,3.0,3.0,2,3,1,1500,13758.700000000017
2318,Exclusive Hip Hop Dancing Boots Sneakers High Tops Dancing Shoes For Men  (Green),4.0,Men,Flipkart,555,999,44.44,6213.0,654.0,3695.0,804.0,594.0,327,793,0,444,13762.700000000017
12973,"Latest Stylish & Lightweight-Silicon Rubber Flower Design on Strap Flip Flop for Women & Girls | Sweat Resistant , Non Slip and Water-Proof Slides - Indoor and Outdoor Casual wear Slippers Slides",4.1,Women,Flipkart,355,499,28.86,128.0,14.0,59.0,38.0,24.0,2,5,1,144,13766.800000000017
4920,Women Brown Flats Sandal,4.2,Women,Flipkart,299,599,50.08,3414.0,471.0,1881.0,813.0,424.0,125,171,1,300,13775.200000000019
6763,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77,366.0,35.0,196.0,83.0,36.0,18,33,1,200,13779.30000000002
4967,Women Beige Heels Sandal,3.7,Women,Flipkart,479,499,4.01,1134.0,180.0,486.0,237.0,181.0,83,147,1,20,13783.00000000002
2777,"Women Brown, White Heels Sandal",3.8,Women,Flipkart,499,799,37.55,1734.0,286.0,821.0,338.0,232.0,110,235,1,300,13786.80000000002
13282,SABETTO Running Shoes For Men  (Grey),4.6,Men,Flipkart,999,2499,60.02,20.0,5.0,15.0,3.0,1.0,0,1,1,1500,13791.40000000002
6664,Bellies For Women  (Beige),4.1,Women,Flipkart,358,999,64.16,1029.0,150.0,491.0,290.0,135.0,48,65,1,641,13795.50000000002
18101,Women Tan Flats Sandal,4.4,Women,Flipkart,663,799,17.02,656.0,95.0,392.0,163.0,58.0,16,24,1,136,13799.90000000002
10835,Women Brown Wedges Sandal,4.4,Women,Flipkart,698,699,0.14,9.0,2.0,4.0,5.0,0.0,0,0,1,1,13804.30000000002
9319,SERENE - ELATION Walking Shoes For Women  (Pink),4.2,Women,Flipkart,2000,4999,59.99,224.0,25.0,134.0,43.0,17.0,8,22,1,2999,13808.50000000002
16760,Boots For Women  (Grey),3.5,Women,Flipkart,1621,2599,37.63,4.0,1.0,2.0,0.0,1.0,0,1,1,978,13812.00000000002
9954,Bacca Bucci Men's Sneaker,3.6,Men,Amazon,999,999,0.0,686.0,296.0,17.0,7.0,14.0,23,38,1,0,13815.60000000002
9413,Women Black Wedges Sandal,4.1,Women,Flipkart,578,599,3.51,520.0,91.0,267.0,119.0,69.0,26,39,0,21,13819.70000000002
13496,Men Black Casual Sandal,3.9,Men,Flipkart,474,999,52.55,10491.0,1479.0,4845.0,2363.0,1495.0,696,1092,1,525,13823.60000000002
3924,Slippers,4.1,Women,Flipkart,299,499,40.08,134.0,16.0,78.0,27.0,10.0,8,12,0,200,13827.70000000002
9839,"Combo Pack of 2 Casual Shoes Loafers For Men  (Brown, Black)",3.9,Men,Flipkart,474,998,52.51,68435.0,9069.0,35263.0,11421.0,9136.0,4511,8104,1,524,13831.60000000002
10943,Women Brown Heels Sandal,4.2,Women,Flipkart,475,999,52.45,6820.0,1057.0,3929.0,1361.0,737.0,298,500,1,524,13840.000000000022
9145,Training & Gym Shoes For Women  (Pink),4.3,Women,Flipkart,2436,4499,45.85,16.0,2.0,8.0,1.0,3.0,0,0,1,2063,13844.300000000021
20022,Corporate Casuals For Men  (Black),4.0,Men,Flipkart,421,999,57.86,2224.0,330.0,0.0,0.0,0.0,0,0,1,578,13848.300000000021
17619,Mia Sneakers For Women  (White),4.0,Women,Flipkart,449,999,55.06,4050.0,519.0,1951.0,1064.0,583.0,166,286,0,550,13852.300000000021
19662,Women Brown Flats Sandal,4.2,Women,Flipkart,299,599,50.08,3414.0,471.0,1881.0,813.0,424.0,125,171,1,300,13856.500000000022
5602,Stylish & Comfortable Mesh Shoes With Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training Casuals For Men  (Yellow),4.0,Men,Flipkart,569,1599,64.42,34.0,7.0,21.0,4.0,3.0,1,5,1,1030,13860.500000000022
18713,"SM-162 Navy Blue Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers For Men  (Navy)",4.1,Men,Flipkart,474,499,5.01,15615.0,2449.0,8231.0,3546.0,1887.0,713,1238,1,25,13864.600000000022
6258,ALEXA Running Shoes For Women  (Black),4.3,Women,Flipkart,1499,1699,11.77,2076.0,342.0,1301.0,461.0,132.0,55,127,1,200,13877.400000000021
9672,Women Brown Flats Sandal,4.1,Women,Flipkart,349,999,65.07,1590.0,221.0,932.0,256.0,167.0,79,156,1,650,13881.500000000022
14025,Women Natural Flats Sandal,4.1,Women,Flipkart,479,999,52.05,133.0,10.0,71.0,32.0,14.0,5,11,1,520,13885.600000000022
3904,Women Off White Wedges Sandal,4.1,Women,Flipkart,549,999,45.05,719.0,94.0,359.0,182.0,105.0,29,44,0,450,13889.700000000023
7646,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,360,799,54.94,22390.0,2921.0,11324.0,6120.0,2743.0,917,1284,1,439,13893.800000000023
10851,Black Silk Sharwani Jutti Jutis For Men  (Black),3.7,Men,Flipkart,372,699,46.78,10.0,0.0,6.0,0.0,1.0,1,2,0,327,13897.500000000024
2256,Comfortable Bellies Shoes Slip On For Women  (Black),4.2,Women,Flipkart,449,999,55.06,227.0,37.0,126.0,54.0,26.0,6,15,1,550,13901.700000000024
18261,Extra Soft Walking Shoes For Women  (White),4.2,Women,Flipkart,649,999,35.04,98.0,15.0,59.0,18.0,13.0,3,7,0,350,13910.000000000025
5603,Women Grey Flats Sandal,4.0,Women,Flipkart,334,899,62.85,1334.0,181.0,656.0,314.0,158.0,79,127,1,565,13914.000000000025
17438,Running Shoes For Men  (Orange),3.8,Men,Flipkart,379,999,62.06,4718.0,536.0,2581.0,605.0,493.0,314,725,1,620,13922.000000000025
13214,0324 Slip On For Men  (Brown),3.8,Men,Flipkart,315,999,68.47,397.0,53.0,185.0,75.0,62.0,30,45,0,684,13925.800000000025
16866,"GSH57 Latest Collection, Comfortable & Fashionable Sneaker Shoes Very Light Weight And Very Comfortable for Women's and Girl's Sneakers For Women  (White)",4.1,Women,Flipkart,499,999,50.05,490.0,61.0,273.0,105.0,61.0,13,38,1,500,13929.900000000025
101,Combo pack of 3 Men's Premium Quality yellow Synthetic Leather Daily Casual Slippers Slides,5.0,Men,Flipkart,612,926,40.04,3.0,0.0,3.0,1.0,6.0,6,2,1,314,13934.900000000025
17183,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04,3.0,1.0,2.0,1.0,0.0,0,0,1,400,13939.600000000026
13571,VERTIGO BLK RUNNING SHOES For MEN 10 Running Shoes For Men  (Black),4.1,Men,Flipkart,839,2499,66.43,124724.0,17070.0,66378.0,31326.0,13372.0,4884,8764,0,1660,13943.700000000026
2002,Stylish High Ankle Boots For Women  (Blue),4.3,Women,Flipkart,599,999,40.04,18.0,2.0,11.0,4.0,2.0,0,1,1,400,13948.000000000025
17649,Jutis For Women  (Black),3.9,Women,Flipkart,189,599,68.45,1000.0,119.0,535.0,147.0,141.0,65,112,0,410,13951.900000000025
15348,Women Multicolor Flats Sandal,4.1,Women,Flipkart,379,999,62.06,246.0,38.0,139.0,45.0,31.0,13,18,1,620,13956.000000000025
15965,Sneaker Sneakers For Men  (White),3.7,Men,Flipkart,325,999,67.47,55.0,1.0,30.0,5.0,4.0,4,12,0,674,13959.700000000026
17600,Stylish High Ankel Boots For Women  (Black),4.0,Women,Flipkart,399,999,60.06,7.0,1.0,4.0,2.0,1.0,1,0,1,600,13963.700000000026
3714,Women's Cream Bellies Jutis For Women  (Natural),4.1,Women,Flipkart,449,599,25.04,330.0,44.0,178.0,69.0,49.0,10,24,0,150,13967.800000000027
8330,Women Red Heels Sandal,4.0,Women,Flipkart,664,999,33.53,34.0,3.0,15.0,10.0,5.0,3,1,1,335,13971.800000000027
14224,AB1-SX00172L Casuals For Women  (Orange),4.2,Women,Flipkart,790,799,1.13,17.0,2.0,9.0,6.0,0.0,0,2,0,9,13976.000000000027
15666,Women Brown Wedges Sandal,4.2,Women,Flipkart,599,999,40.04,306.0,44.0,150.0,45.0,21.0,6,19,1,400,13980.200000000028
